npi,primary_specialty,taxonomy_code,license_state,license_issuance_year
1587810049,Pediatrics,208000000X,CA,2009
1421305420,Emergency Medicine,207P00000X,CT,2016
1392313957,Pathology,207ZB0001X,FL,2013
1782370567,Obstetrics & Gynecology,207V00000X,FL,2012
1408099756,Internal Medicine,207R00000X,NY,2001
1067553994,Surgery,208600000X,OR,2012
1004302471,Radiology,2085B0100X,NY,1989
1016830956,Family Medicine,207Q00000X,MA,1998
1370066288,Anesthesiology,207L00000X,CA,2002
1376875690,Emergency Medicine,207P00000X,TX,1992
1939799601,Pediatrics,208000000X,GA,2006
1493971356,Anesthesiology,207L00000X,NY,1997
1058973714,Obstetrics & Gynecology,207V00000X,TX,2000
1781380021,Pediatrics,208000000X,NY,2014
1378279230,Pediatrics,208000000X,TX,2003
1116212980,Internal Medicine,207R00000X,IA,2015
1199736715,Psychiatry & Neurology,2084A0401X,IN,1993
1052755224,Orthopaedic Surgery,207X00000X,CA,2007
1560659496,Internal Medicine,207R00000X,MA,1993
1554976526,Internal Medicine,207R00000X,OR,2013
1894929557,Family Medicine,207Q00000X,NY,2020
1468404409,Pediatrics,208000000X,NJ,2019
1969597222,Family Medicine,207Q00000X,OH,2001
1648589210,Obstetrics & Gynecology,207V00000X,NM,2009
1250335787,Orthopaedic Surgery,207X00000X,TX,2015
1736354592,Orthopaedic Surgery,207X00000X,TX,2010
1523224883,Family Medicine,207Q00000X,MN,2013
1234509382,Obstetrics & Gynecology,207V00000X,TX,2005
1734369063,Anesthesiology,207L00000X,IL,1994
1001201684,Orthopaedic Surgery,207X00000X,MD,2006
1095818583,Pediatrics,208000000X,KY,2009
1207582671,Pediatrics,208000000X,WA,2002
1437451671,Pediatrics,208000000X,CO,2008
1954927236,Anesthesiology,207L00000X,TN,2010
1448219562,Anesthesiology,207L00000X,OR,1991
1198289286,Internal Medicine,207R00000X,PA,2012
1794296099,Family Medicine,207Q00000X,CA,2012
1188035384,Pediatrics,208000000X,WI,1990
1049579455,Pediatrics,208000000X,IA,1999
1320604816,Emergency Medicine,207P00000X,OH,2017
1050584253,Internal Medicine,207R00000X,FL,2002
1469787752,Internal Medicine,207R00000X,NC,2014
1142254378,Emergency Medicine,207P00000X,WI,2008
1673298240,Emergency Medicine,207P00000X,IN,2007
1126491681,Family Medicine,207Q00000X,IN,2012
1141113971,Emergency Medicine,207P00000X,OH,1996
1547062798,Orthopaedic Surgery,207X00000X,OH,2009
1312589314,Emergency Medicine,207P00000X,IA,1994
1975001896,Emergency Medicine,207P00000X,GA,2012
1654705791,Radiology,2085B0100X,WA,2007
1851961601,Neurological Surgery,207T00000X,IN,2008
1508465519,Radiology,2085B0100X,OR,2007
1529200911,Internal Medicine,207R00000X,MA,2011
1167193741,Pathology,207ZB0001X,NY,2007
1878167034,Pathology,207ZB0001X,MS,2005
1828887855,Pediatrics,208000000X,MO,2014
1197272499,Family Medicine,207Q00000X,NY,1988
1266019490,Neurological Surgery,207T00000X,OK,2014
1887747321,Obstetrics & Gynecology,207V00000X,WA,2008
1391140872,Obstetrics & Gynecology,207V00000X,PA,2009
1311262699,Obstetrics & Gynecology,207V00000X,AZ,1992
1158050629,Internal Medicine,207R00000X,MN,2011
1933451977,Medical Genetics,207SC0300X,VA,2000
1682671031,Internal Medicine,207R00000X,MD,2007
1801128822,Internal Medicine,207R00000X,MI,2003
1111168757,Internal Medicine,207R00000X,KY,2017
1177715616,Internal Medicine,207R00000X,CA,2000
1519431021,Surgery,208600000X,NY,2015
1060852104,Urology,208800000X,AZ,2004
1978860264,Family Medicine,207Q00000X,NC,2010
1666184654,Family Medicine,207Q00000X,NY,1996
1187813823,Internal Medicine,207R00000X,IL,1990
1061999698,Internal Medicine,207R00000X,OH,2006
1239600566,Emergency Medicine,207P00000X,TX,1990
1165243670,Surgery,208600000X,TX,2012
1364784904,Internal Medicine,207R00000X,DC,2002
1832023513,Allergy & Immunology,207K00000X,GA,2013
1364060586,Radiology,2085B0100X,FL,2012
1859879169,Emergency Medicine,207P00000X,WV,2013
1040875266,Emergency Medicine,207P00000X,PA,1992
1135560039,Internal Medicine,207R00000X,SC,2012
1409937376,Obstetrics & Gynecology,207V00000X,WA,1999
1145322925,Obstetrics & Gynecology,207V00000X,KY,1997
1644511911,Emergency Medicine,207P00000X,AL,1990
1164359204,Radiology,2085B0100X,CA,2003
1635422631,Emergency Medicine,207P00000X,PA,2004
1766876779,Internal Medicine,207R00000X,SD,2002
1326150046,Surgery,208600000X,CA,2004
1599151630,Obstetrics & Gynecology,207V00000X,OR,2016
1199884283,Psychiatry & Neurology,2084A0401X,GA,2014
1098956703,Anesthesiology,207L00000X,NY,2010
1590738732,Psychiatry & Neurology,2084A0401X,NJ,2013
1583210939,Internal Medicine,207R00000X,TX,2015
1842068821,Orthopaedic Surgery,207X00000X,KY,2004
1324839343,Anesthesiology,207L00000X,OK,1994
1999391570,Family Medicine,207Q00000X,CA,2016
1782138899,Orthopaedic Surgery,207X00000X,IL,1997
1940233343,Pediatrics,208000000X,IN,2012
1432818692,Internal Medicine,207R00000X,OH,2013
1953315953,Family Medicine,207Q00000X,NY,2005
1426491993,Family Medicine,207Q00000X,GA,2002
1027329873,Urology,208800000X,GA,2012
1696866635,Internal Medicine,207R00000X,TN,2013
1740598937,Emergency Medicine,207P00000X,NY,2002
1821254145,Orthopaedic Surgery,207X00000X,CA,2014
1447344908,Dermatology,207N00000X,HI,1997
1416796476,Dermatology,207N00000X,MN,1992
1438941282,Pediatrics,208000000X,NM,2006
1711852974,Internal Medicine,207R00000X,CA,2011
1045943507,Family Medicine,207Q00000X,IN,2009
1650526092,Anesthesiology,207L00000X,IA,2003
1344386804,Family Medicine,207Q00000X,FL,1996
1533419564,Radiology,2085B0100X,CA,2008
1805943358,Pediatrics,208000000X,VA,1993
1870336900,Obstetrics & Gynecology,207V00000X,CA,2001
1519087922,Orthopaedic Surgery,207X00000X,IL,2003
1084285745,Emergency Medicine,207P00000X,CA,2008
1817248556,Emergency Medicine,207P00000X,VT,2012
1678639984,Internal Medicine,207R00000X,NJ,2000
1920173378,Anesthesiology,207L00000X,PA,2011
1583644012,Obstetrics & Gynecology,207V00000X,SC,2006
1452041993,Emergency Medicine,207P00000X,CA,1999
1256476015,Emergency Medicine,207P00000X,PA,2008
1294623180,Obstetrics & Gynecology,207V00000X,KY,2000
1471833107,Family Medicine,207Q00000X,TX,2004
1167764129,Anesthesiology,207L00000X,OH,2004
1786035000,Pediatrics,208000000X,SC,2003
1543299527,Radiology,2085B0100X,TN,2004
1071886422,Pediatrics,208000000X,MA,2007
1768621082,Internal Medicine,207R00000X,TN,1994
1295491074,Psychiatry & Neurology,2084A0401X,OH,2002
1567722933,Family Medicine,207Q00000X,TX,2005
1477500320,Neurological Surgery,207T00000X,CA,1994
1297939948,Pediatrics,208000000X,NJ,2007
1004425447,Surgery,208600000X,MI,2009
1535834281,Ophthalmology,207W00000X,KY,2001
1535961027,Radiology,2085B0100X,MN,2001
1648625501,Ophthalmology,207W00000X,CA,2012
1057479929,Internal Medicine,207R00000X,CO,2005
1747400723,Surgery,208600000X,VA,2014
1973788593,Psychiatry & Neurology,2084A0401X,VA,2000
1760728240,Anesthesiology,207L00000X,IN,2000
1352894699,Dermatology,207N00000X,CA,2020
1331159529,Internal Medicine,207R00000X,AZ,2013
1165073838,Internal Medicine,207R00000X,GA,2003
1809837010,Emergency Medicine,207P00000X,AL,2011
1396134847,Psychiatry & Neurology,2084A0401X,NJ,2006
1917976478,Family Medicine,207Q00000X,NY,2000
1339472106,Pediatrics,208000000X,FL,2006
1508455882,Anesthesiology,207L00000X,MD,2001
1055644185,Obstetrics & Gynecology,207V00000X,CA,2010
1594050126,Pathology,207ZB0001X,MI,2009
1914911940,Anesthesiology,207L00000X,CA,2006
1043378847,Family Medicine,207Q00000X,NJ,2011
1694831391,Internal Medicine,207R00000X,PA,1996
1695370704,Emergency Medicine,207P00000X,VA,2005
1796016867,Internal Medicine,207R00000X,FL,2011
1855263384,Pathology,207ZB0001X,FL,2010
1928276918,Otolaryngology,207Y00000X,NC,2002
1437450996,Psychiatry & Neurology,2084A0401X,MS,2010
1308772288,Family Medicine,207Q00000X,VA,1996
1562250906,Plastic Surgery,208200000X,MA,2013
1619046497,Family Medicine,207Q00000X,SC,2000
1190173652,Surgery,208600000X,MD,2013
1129390617,Internal Medicine,207R00000X,TX,1992
1241619042,Internal Medicine,207R00000X,IL,2001
1667019404,Pediatrics,208000000X,PA,2005
1998492551,Internal Medicine,207R00000X,NV,2018
1422016067,Surgery,208600000X,RI,2012
1641078559,Pathology,207ZB0001X,NJ,2014
1735164224,Psychiatry & Neurology,2084A0401X,NY,2012
1030898708,Emergency Medicine,207P00000X,CA,2010
1705243438,Internal Medicine,207R00000X,CA,2015
1405490941,Anesthesiology,207L00000X,AL,1999
1861491946,Family Medicine,207Q00000X,CA,1997
1200167892,Dermatology,207N00000X,CA,2014
1131219929,Obstetrics & Gynecology,207V00000X,RI,2020
1840759918,Internal Medicine,207R00000X,CA,2011
1651513560,Emergency Medicine,207P00000X,TX,2009
1498513617,Family Medicine,207Q00000X,NV,2011
1214115622,Emergency Medicine,207P00000X,MI,2011
1378433803,Family Medicine,207Q00000X,IN,2006
1319948042,Otolaryngology,207Y00000X,IN,2007
1592168458,Radiology,2085B0100X,TX,2010
1769089735,Emergency Medicine,207P00000X,OH,2012
1344139534,Psychiatry & Neurology,2084A0401X,NY,2007
1971935923,Psychiatry & Neurology,2084A0401X,FL,2001
1180013835,Pathology,207ZB0001X,IA,2005
1695529747,Ophthalmology,207W00000X,WI,1992
1282585185,Urology,208800000X,TN,1991
1307552509,Dermatology,207N00000X,IL,1996
1937931560,Obstetrics & Gynecology,207V00000X,MN,2009
1471980601,Pediatrics,208000000X,CA,2016
1196218493,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,WA,2007
1353277381,Family Medicine,207Q00000X,NJ,2008
1276515370,Family Medicine,207Q00000X,DE,1993
1218551582,Psychiatry & Neurology,2084A0401X,CA,2009
1959586607,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,NC,2003
1458035171,Psychiatry & Neurology,2084A0401X,IN,2003
1210214411,Orthopaedic Surgery,207X00000X,CA,2014
1530815699,Neurological Surgery,207T00000X,FL,2012
1613561855,Anesthesiology,207L00000X,TX,2012
1173707450,Family Medicine,207Q00000X,PA,2009
1124123286,Obstetrics & Gynecology,207V00000X,TX,2006
1068920259,Internal Medicine,207R00000X,CA,1993
1861167777,Orthopaedic Surgery,207X00000X,NJ,1993
1004639039,Pediatrics,208000000X,NM,2017
1064308608,Internal Medicine,207R00000X,VA,2008
1807187384,Obstetrics & Gynecology,207V00000X,KY,2014
1790538106,Internal Medicine,207R00000X,TX,2007
1529481024,Psychiatry & Neurology,2084A0401X,NJ,2005
1571470552,Internal Medicine,207R00000X,TX,2004
1358489734,Radiology,2085B0100X,NY,2011
1012177402,Ophthalmology,207W00000X,WA,2009
1853493884,Radiology,2085B0100X,AL,2014
1535134096,Colon & Rectal Surgery,208C00000X,KS,2010
1941908711,Psychiatry & Neurology,2084A0401X,GA,2006
1249723150,Internal Medicine,207R00000X,TX,2012
1079658948,Family Medicine,207Q00000X,LA,2006
1243725292,Internal Medicine,207R00000X,AL,2003
1713428096,Family Medicine,207Q00000X,VA,2001
1822763094,Emergency Medicine,207P00000X,MD,2000
1644603692,Dermatology,207N00000X,VA,2013
1001299647,Obstetrics & Gynecology,207V00000X,CA,2013
1676581808,Psychiatry & Neurology,2084A0401X,SC,2008
1132806898,Internal Medicine,207R00000X,MN,2017
1276088451,Anesthesiology,207L00000X,CA,2020
1778574453,Urology,208800000X,IA,2013
1109846943,Internal Medicine,207R00000X,MA,2001
1670832876,Medical Genetics,207SC0300X,TX,2007
1854423708,Internal Medicine,207R00000X,VA,2003
1972248938,Family Medicine,207Q00000X,FL,2006
1790258150,Family Medicine,207Q00000X,GA,2003
1771319146,Orthopaedic Surgery,207X00000X,CA,1991
1574617456,Otolaryngology,207Y00000X,MN,2010
1084495864,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,TX,1989
1826109609,Anesthesiology,207L00000X,VA,1997
1349066476,Psychiatry & Neurology,2084A0401X,TX,2019
1555724305,Psychiatry & Neurology,2084A0401X,IL,2007
1930455682,Internal Medicine,207R00000X,MD,1994
1820519225,Psychiatry & Neurology,2084A0401X,MI,2013
1685904132,Internal Medicine,207R00000X,UT,2007
1401704519,Psychiatry & Neurology,2084A0401X,MO,2000
1738201981,Internal Medicine,207R00000X,WV,1999
1129497289,Anesthesiology,207L00000X,MI,2006
1017542196,Psychiatry & Neurology,2084A0401X,MA,2004
1973146420,Dermatology,207N00000X,WI,1995
1832268563,Pediatrics,208000000X,OK,2005
1443408723,Family Medicine,207Q00000X,OH,2009
1803888167,Emergency Medicine,207P00000X,OR,2005
1629525704,Physical Medicine & Rehabilitation,208100000X,ME,2011
1471080907,Radiology,2085B0100X,NC,2008
1245826643,Physical Medicine & Rehabilitation,208100000X,CA,2010
1412495388,Family Medicine,207Q00000X,GA,2001
1214429155,Family Medicine,207Q00000X,CO,2005
1958236550,Psychiatry & Neurology,2084A0401X,CA,1995
1001699978,Family Medicine,207Q00000X,LA,2001
1102930074,Family Medicine,207Q00000X,MT,2017
1663431652,Family Medicine,207Q00000X,TX,2009
1960531774,Family Medicine,207Q00000X,CA,2006
1297050225,Family Medicine,207Q00000X,TX,2005
1765220730,Psychiatry & Neurology,2084A0401X,MD,2005
1150133332,Psychiatry & Neurology,2084A0401X,CA,2010
1967498092,Pediatrics,208000000X,WA,2018
1524109901,Internal Medicine,207R00000X,PA,1990
1955158112,Orthopaedic Surgery,207X00000X,MO,2000
1705487043,Internal Medicine,207R00000X,FL,2010
1962963967,Family Medicine,207Q00000X,TX,1998
1521811921,Family Medicine,207Q00000X,IL,2017
1232608624,Psychiatry & Neurology,2084A0401X,NC,2001
1169953290,Internal Medicine,207R00000X,MA,2003
1886750771,Orthopaedic Surgery,207X00000X,FL,2009
1628142840,Urology,208800000X,NY,2015
1172425880,Internal Medicine,207R00000X,MI,2007
1430937528,Anesthesiology,207L00000X,WA,2005
1942151295,Surgery,208600000X,TX,2019
1394682508,Family Medicine,207Q00000X,FL,2007
1193219296,Neurological Surgery,207T00000X,TX,2015
1343180604,Obstetrics & Gynecology,207V00000X,WA,2006
1231673132,Emergency Medicine,207P00000X,NV,2012
1722021601,Emergency Medicine,207P00000X,CA,2012
1092898679,Obstetrics & Gynecology,207V00000X,MA,1996
1685742706,Internal Medicine,207R00000X,SC,2008
1942568340,Anesthesiology,207L00000X,OH,2002
1759006558,Physical Medicine & Rehabilitation,208100000X,VA,2009
1829317688,Family Medicine,207Q00000X,OR,2003
1160290338,Surgery,208600000X,TX,2011
1999005386,Family Medicine,207Q00000X,TX,2009
1938789769,Radiology,2085B0100X,RI,2003
1955405042,Internal Medicine,207R00000X,AZ,2012
1057586905,Family Medicine,207Q00000X,TX,1992
1180355624,Obstetrics & Gynecology,207V00000X,FL,2006
1871882449,Radiology,2085B0100X,AZ,1988
1919562508,Radiology,2085B0100X,CA,2017
1030998581,Ophthalmology,207W00000X,AL,1995
1966569844,Family Medicine,207Q00000X,NC,1990
1909307773,Dermatology,207N00000X,TN,2000
1381084668,Family Medicine,207Q00000X,TX,1999
1121793529,Pediatrics,208000000X,NC,2004
1249762588,Family Medicine,207Q00000X,CT,2001
1345977205,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,CA,2019
1833222189,Psychiatry & Neurology,2084A0401X,GA,1997
1511345161,Internal Medicine,207R00000X,FL,2007
1893429112,Urology,208800000X,FL,2018
1401691831,Orthopaedic Surgery,207X00000X,NV,1996
1407163124,Orthopaedic Surgery,207X00000X,MN,2012
1268986522,Family Medicine,207Q00000X,TX,2008
1457186744,Internal Medicine,207R00000X,WA,2001
1184974149,Surgery,208600000X,PA,2009
1936447592,Orthopaedic Surgery,207X00000X,IN,2016
1051842676,Pediatrics,208000000X,TN,2010
1233286909,Nuclear Medicine,207U00000X,NJ,2003
1298975214,Internal Medicine,207R00000X,NC,2004
1272816699,Family Medicine,207Q00000X,CT,1992
1745880702,Orthopaedic Surgery,207X00000X,LA,1997
1748761032,Internal Medicine,207R00000X,TX,1992
1053394114,Family Medicine,207Q00000X,FL,2008
1527038370,Internal Medicine,207R00000X,IL,1994
1969733090,Psychiatry & Neurology,2084A0401X,AZ,2012
1842703328,Family Medicine,207Q00000X,OK,2015
1400539064,Psychiatry & Neurology,2084A0401X,NM,2012
1228113266,Family Medicine,207Q00000X,PA,2006
1030441863,Family Medicine,207Q00000X,NM,1999
1380086441,Internal Medicine,207R00000X,FL,2000
1403775293,Anesthesiology,207L00000X,FL,2004
1060615659,Allergy & Immunology,207K00000X,FL,2011
1394376234,Internal Medicine,207R00000X,MA,1997
1903220675,Anesthesiology,207L00000X,KY,2007
1519822377,Pediatrics,208000000X,ME,2015
1172235453,Emergency Medicine,207P00000X,FL,2000
1864196344,Family Medicine,207Q00000X,NV,2012
1820689002,Obstetrics & Gynecology,207V00000X,CA,2007
1140065115,Surgery,208600000X,NJ,2018
1049468071,Dermatology,207N00000X,VA,2011
1867697470,Internal Medicine,207R00000X,TN,1990
1404314142,Psychiatry & Neurology,2084A0401X,MA,2011
1078561978,Anesthesiology,207L00000X,CA,2014
1896434317,Orthopaedic Surgery,207X00000X,NY,2015
1856239698,Pediatrics,208000000X,MI,2009
1948642115,Orthopaedic Surgery,207X00000X,WI,2010
1595099676,Family Medicine,207Q00000X,CA,2018
1279320570,Internal Medicine,207R00000X,AZ,2012
1196531929,Internal Medicine,207R00000X,PA,2015
1208385470,Physical Medicine & Rehabilitation,208100000X,NY,1998
1655562779,Orthopaedic Surgery,207X00000X,FL,2009
1858371531,Family Medicine,207Q00000X,IL,1991
1655692048,Obstetrics & Gynecology,207V00000X,MS,2013
1542400183,Emergency Medicine,207P00000X,CA,2017
1848751586,Internal Medicine,207R00000X,NJ,2007
1507508210,Internal Medicine,207R00000X,CA,1998
1367415860,Emergency Medicine,207P00000X,AL,2006
1664829904,Internal Medicine,207R00000X,OH,2015
1448426530,Internal Medicine,207R00000X,IN,2007
1648551277,Pathology,207ZB0001X,TN,2011
1552986212,Internal Medicine,207R00000X,OK,2007
1546441548,Dermatology,207N00000X,FL,2013
1508449430,Surgery,208600000X,CA,1990
1693102653,Obstetrics & Gynecology,207V00000X,SC,2015
1468996248,Orthopaedic Surgery,207X00000X,CA,2004
1709361764,Radiology,2085B0100X,TX,2013
1561859855,Internal Medicine,207R00000X,MS,1991
1013548080,Physical Medicine & Rehabilitation,208100000X,CA,2010
1785566922,Internal Medicine,207R00000X,CA,2010
1239638871,Obstetrics & Gynecology,207V00000X,NY,2003
1348939855,Internal Medicine,207R00000X,TX,2006
1797482753,Pediatrics,208000000X,IN,2013
1327333203,Pediatrics,208000000X,NY,2013
1457394405,Internal Medicine,207R00000X,TX,2005
1310426428,Emergency Medicine,207P00000X,WV,1998
1736848254,Psychiatry & Neurology,2084A0401X,CA,2010
1378188100,Internal Medicine,207R00000X,SC,2004
1797187261,Ophthalmology,207W00000X,TX,2018
1008651667,Internal Medicine,207R00000X,WI,2002
1044769598,Anesthesiology,207L00000X,CA,2008
1007884616,Family Medicine,207Q00000X,NY,2004
1567767417,Family Medicine,207Q00000X,CA,2012
1420819744,Physical Medicine & Rehabilitation,208100000X,NY,2015
1616084525,Emergency Medicine,207P00000X,CA,2009
1936919574,Ophthalmology,207W00000X,NY,2008
1371543798,Family Medicine,207Q00000X,CA,2014
1917904181,Family Medicine,207Q00000X,FL,1999
1024893947,Allergy & Immunology,207K00000X,MO,2009
1798714642,Family Medicine,207Q00000X,GA,2002
1075361414,Radiology,2085B0100X,NC,2009
1747270928,Pediatrics,208000000X,NV,2007
1321136966,Internal Medicine,207R00000X,CA,2014
1468772490,Surgery,208600000X,KS,2013
1741494946,Pediatrics,208000000X,SC,2012
1024546503,Internal Medicine,207R00000X,TX,2004
1991071816,Psychiatry & Neurology,2084A0401X,MS,2019
1087414227,Anesthesiology,207L00000X,OH,2010
1144048034,Emergency Medicine,207P00000X,TX,2013
1017542022,Pediatrics,208000000X,MT,1996
1417369711,Anesthesiology,207L00000X,OR,2013
1791352960,Physical Medicine & Rehabilitation,208100000X,NH,2007
1544813078,Internal Medicine,207R00000X,NC,2011
1501743631,Surgery,208600000X,IL,2019
1946491788,Anesthesiology,207L00000X,SC,2011
1740212646,Preventive Medicine,2083A0100X,TX,2010
1947847442,Anesthesiology,207L00000X,FL,2002
1503292744,Psychiatry & Neurology,2084A0401X,MD,2011
1681319343,Pediatrics,208000000X,MN,2011
1705043572,Anesthesiology,207L00000X,CA,2010
1861123374,Obstetrics & Gynecology,207V00000X,WV,2010
1701589925,Anesthesiology,207L00000X,FL,2017
1985975808,Internal Medicine,207R00000X,IA,2007
1703374912,Internal Medicine,207R00000X,WI,2006
1176420762,Emergency Medicine,207P00000X,NC,2003
1444332716,Orthopaedic Surgery,207X00000X,PA,2015
1387021375,Family Medicine,207Q00000X,SC,2008
1806716993,Internal Medicine,207R00000X,DC,2011
1412277877,Pediatrics,208000000X,CT,2009
1606937930,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,CA,2002
1996826578,Family Medicine,207Q00000X,WA,2010
1154023406,Psychiatry & Neurology,2084A0401X,DE,1998
1800091773,Pediatrics,208000000X,NY,1993
1611020011,Surgery,208600000X,NY,2011
1539219182,Surgery,208600000X,TX,2012
1053477877,Pediatrics,208000000X,IN,2017
1708760313,Internal Medicine,207R00000X,TX,2008
1377494863,Pediatrics,208000000X,CA,2014
1154249092,Internal Medicine,207R00000X,CA,2015
1633389790,Anesthesiology,207L00000X,MD,2001
1984851109,Orthopaedic Surgery,207X00000X,MO,2004
1451325793,Family Medicine,207Q00000X,MI,2016
1948983840,Surgery,208600000X,WI,2012
1629876099,Orthopaedic Surgery,207X00000X,PA,1997
1754627788,Emergency Medicine,207P00000X,MD,2005
1319046862,Anesthesiology,207L00000X,CA,2004
1465307464,Internal Medicine,207R00000X,TX,1988
1839164344,Psychiatry & Neurology,2084A0401X,CA,2004
1847669755,Medical Genetics,207SC0300X,WA,2011
1036930216,Internal Medicine,207R00000X,MO,2016
1167008048,Orthopaedic Surgery,207X00000X,KY,2012
1149464699,Internal Medicine,207R00000X,FL,2014
1059690689,Psychiatry & Neurology,2084A0401X,CA,2016
1293184929,Anesthesiology,207L00000X,OH,1998
1800263463,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,SC,1995
1963526235,Pediatrics,208000000X,MI,2010
1358613291,Pediatrics,208000000X,IL,2008
1900332135,Obstetrics & Gynecology,207V00000X,AR,2000
1229307537,Urology,208800000X,OH,2013
1543792604,Family Medicine,207Q00000X,TX,2014
1180413191,Anesthesiology,207L00000X,AZ,2015
1971177567,Family Medicine,207Q00000X,MD,2012
1454486329,Orthopaedic Surgery,207X00000X,WI,2014
1575715127,Internal Medicine,207R00000X,FL,2014
1732946219,Obstetrics & Gynecology,207V00000X,GA,2003
1001179211,Pediatrics,208000000X,FL,2012
1801712211,Family Medicine,207Q00000X,AR,2002
1069030165,Pediatrics,208000000X,TX,1997
1489683577,Pediatrics,208000000X,WA,2010
1488688809,Radiology,2085B0100X,WI,2015
1470403084,Anesthesiology,207L00000X,VA,2000
1927036206,Obstetrics & Gynecology,207V00000X,UT,2019
1829242365,Physical Medicine & Rehabilitation,208100000X,TX,1998
1252469519,Obstetrics & Gynecology,207V00000X,OK,2014
1742167020,Dermatology,207N00000X,TX,2003
1326103532,Family Medicine,207Q00000X,CO,1996
1509659227,Pediatrics,208000000X,NJ,2003
1638526719,Psychiatry & Neurology,2084A0401X,KS,2001
1888180183,Surgery,208600000X,SC,1993
1798430744,Radiology,2085B0100X,CA,2015
1765820497,Orthopaedic Surgery,207X00000X,CA,1991
1048765642,Internal Medicine,207R00000X,NC,1987
1078880949,Dermatology,207N00000X,PA,2007
1869318794,Pediatrics,208000000X,ID,1994
1526439587,Allergy & Immunology,207K00000X,IL,2012
1342364662,Internal Medicine,207R00000X,NY,2008
1411906419,Internal Medicine,207R00000X,NC,2006
1001082498,Colon & Rectal Surgery,208C00000X,UT,2003
1133684856,Emergency Medicine,207P00000X,TX,1997
1292346495,Emergency Medicine,207P00000X,TN,2006
1848985044,Obstetrics & Gynecology,207V00000X,CT,2015
1524301946,Pathology,207ZB0001X,MD,2008
1287992014,Internal Medicine,207R00000X,TX,2010
1305449252,Internal Medicine,207R00000X,PA,2000
1370559977,Emergency Medicine,207P00000X,TX,2008
1527708931,Anesthesiology,207L00000X,TX,1990
1601931391,Internal Medicine,207R00000X,PA,2011
1642780195,Radiology,2085B0100X,TX,2008
1281685242,Psychiatry & Neurology,2084A0401X,ID,2017
1537492609,Internal Medicine,207R00000X,MD,2009
1215694906,Psychiatry & Neurology,2084A0401X,AZ,2007
1749550665,Urology,208800000X,CA,2009
1258254204,Obstetrics & Gynecology,207V00000X,PA,2014
1329280949,Family Medicine,207Q00000X,SC,2008
1821483561,Obstetrics & Gynecology,207V00000X,CA,2006
1410626570,Emergency Medicine,207P00000X,FL,2009
1958241022,Pediatrics,208000000X,KY,2000
1406616304,Internal Medicine,207R00000X,AL,2002
1900386990,Internal Medicine,207R00000X,NY,2004
1168127920,Obstetrics & Gynecology,207V00000X,OK,2014
1484272715,Psychiatry & Neurology,2084A0401X,OR,2000
1656811860,Anesthesiology,207L00000X,PA,2013
1766648004,Allergy & Immunology,207K00000X,LA,1992
1399880446,Dermatology,207N00000X,OR,2011
1165212311,Psychiatry & Neurology,2084A0401X,NC,2016
1044137796,Internal Medicine,207R00000X,MO,2010
1404021234,Psychiatry & Neurology,2084A0401X,PA,2005
1931889731,Obstetrics & Gynecology,207V00000X,CA,1999
1062012335,Family Medicine,207Q00000X,PA,2007
1246254886,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,NY,2005
1787940588,Orthopaedic Surgery,207X00000X,TX,2000
1600175867,Family Medicine,207Q00000X,NY,1997
1315688519,Internal Medicine,207R00000X,IL,2012
1593981982,Internal Medicine,207R00000X,CA,1995
1560607776,Internal Medicine,207R00000X,TX,1996
1745151427,Pediatrics,208000000X,FL,2005
1534554948,Anesthesiology,207L00000X,FL,2013
1253212330,Psychiatry & Neurology,2084A0401X,CA,2003
1356067615,Internal Medicine,207R00000X,MI,2010
1402108306,Family Medicine,207Q00000X,TX,2009
1689226243,Radiology,2085B0100X,MI,1992
1986973489,Pediatrics,208000000X,TX,2008
1578157384,Anesthesiology,207L00000X,TX,2012
1200963423,Family Medicine,207Q00000X,GA,2012
1884468400,Pediatrics,208000000X,HI,2012
1169609736,Family Medicine,207Q00000X,IN,2002
1188764553,Psychiatry & Neurology,2084A0401X,CT,2013
1237981141,Radiology,2085B0100X,CA,2008
1726200201,Pediatrics,208000000X,IN,1998
1048409670,Anesthesiology,207L00000X,TX,2007
1298574207,Internal Medicine,207R00000X,TX,2017
1834383691,Internal Medicine,207R00000X,TX,2009
1118084338,Urology,208800000X,IL,2010
1072655164,Urology,208800000X,CA,2010
1623611526,Ophthalmology,207W00000X,GA,2015
1507034969,Dermatology,207N00000X,TX,2011
1522687718,Physical Medicine & Rehabilitation,208100000X,NJ,2007
1615025784,Anesthesiology,207L00000X,NM,2007
1269011627,Emergency Medicine,207P00000X,MI,2012
1904183039,Family Medicine,207Q00000X,TX,1995
1769562921,Ophthalmology,207W00000X,MO,2012
1270856853,Obstetrics & Gynecology,207V00000X,NC,2010
1525093344,Emergency Medicine,207P00000X,IN,2008
1840434256,Family Medicine,207Q00000X,NY,2014
1699591123,Internal Medicine,207R00000X,LA,2007
